DR;COD_ORGAO;REOP;ORGAO;DT_MOVIMENTO;SALDO_ATUAL;LIMITEVLR_LIMITE_ECT
AM;6300243;2;AC CODAJAS;16/09/2020;1111,58;10
AM;6300251;1;AC MANACAPURU;16/09/2020;744,24;10
AM;6300260;1;AC BENJAMIN CONSTANT;16/09/2020;399,2;10
AM;6300278;2;AC MANICORE;16/09/2020;672,4;10
AM;6300286;1;AC NOVA OLINDA DO NORTE;16/09/2020;284,97;10
AM;6300294;1;AC NOVO ARIPUANA;16/09/2020;469,04;10
AM;6300308;1;AC TAPAUA;16/09/2020;0;10
AM;6300316;1;AC ATALAIA DO NORTE;16/09/2020;103,81;10
AM;6300324;1;AC ITACOATIARA;16/09/2020;501,38;10
AM;6300332;1;AC SAO JOSE OPERARIO;16/09/2020;925,48;10
AM;6300341;1;AC CARAUARI;16/09/2020;335,37;10
AM;6300359;1;AC COARI;16/09/2020;257,19;10
AM;6300367;1;AC FONTE BOA;16/09/2020;54,46;10
AM;6300375;1;AC JUTAI;16/09/2020;794,34;10
AM;6300383;1;AC MARAA;16/09/2020;1696,7;10
AM;6300391;1;AC SANTO ANTONIO DO ICA;16/09/2020;1970,68;10
AM;6300405;1;AC TONANTINS;16/09/2020;260,92;10
AM;6300413;1;AC SÃO PAULO DE OLIVENÇA;16/09/2020;196,2;10
AM;6300421;1;AC TEFE;16/09/2020;4018,74;10
AM;6300456;1;AC PARINTINS;16/09/2020;30163,1;10
AM;6300464;1;AC CAAPIRANGA;16/09/2020;216,07;10
AM;6300481;1;AC BERURI;16/09/2020;431,46;10
AM;6300529;1;AC ANAMA;16/09/2020;477,63;10
AM;6300537;1;AC UARINI;16/09/2020;8736,82;10
AM;6300553;1;AC AMATURA;16/09/2020;594,66;10
AM;6300561;1;AC JAPURA;16/09/2020;546,98;10
AM;6300570;1;AC JURUA;16/09/2020;6235,32;10
AM;6300588;1;AC ALVARAES;16/09/2020;558,72;10
AM;6300596;1;AC EIRUNEPE;16/09/2020;547,48;10
AM;6300600;1;AC HUMAITA;16/09/2020;2077,21;10
AM;6300618;1;AC CANUTAMA;16/09/2020;4516,4;10
AM;6300626;1;AC LABREA;16/09/2020;4860,91;10
AM;6300634;2;AC BOCA DO ACRE;16/09/2020;363,62;10
AM;6300642;1;AC PAUINI;16/09/2020;68,75;10
AM;6300651;1;AC ENVIRA;16/09/2020;264,71;10
AM;6300669;1;AC TABATINGA;16/09/2020;1473,25;10
AM;6300693;1;AC CACHOEIRINHA;16/09/2020;1672,29;10
AM;6300715;1;AC COMPENSA;16/09/2020;1905,07;10
AM;6300723;1;AC MONSENHOR COUTINHO;16/09/2020;22443,51;10
AM;6300731;1;AC PARQUE DEZ;16/09/2020;1540,54;10
AM;6300740;1;AC BOA VISTA DO RAMOS;16/09/2020;22,17;10
AM;6300758;1;AC ANDRE ARAUJO;16/09/2020;1187,8;10
AM;6300812;1;AC SAO SEBASTIAO DO UATUMA;16/09/2020;483,08;10
AM;6300821;1;AC IRANDUBA;16/09/2020;1669,86;10
AM;6300847;1;AC CIDADE NOVA;16/09/2020;2831,03;10
AM;6300855;1;AC MANAQUIRI;16/09/2020;319,71;10
AM;6300871;1;AC RIO PRETO DA EVA;16/09/2020;123,5;10
AM;6300880;1;AC ITAMARATI;16/09/2020;0;10
AM;6300901;1;AC APUÍ;16/09/2020;151,47;10
AM;6300910;1;AC GUAJARA;16/09/2020;1933,24;10
AM;6301002;1;AC PAC/PORTO;16/09/2020;1421,2;10
AM;6301011;1;AC RODOVIÁRIA DE MANAUS;16/09/2020;3767,05;10
AM;6301037;1;AC SHOPPING SAO JOSE;16/09/2020;547,95;10
AM;6301045;1;AC NOEL NUTELLS;16/09/2020;1334,55;10
AM;6301096;1;AC NOVO REMANSO;16/09/2020;5835,64;10
AM;6301100;1;AC SHOPPING MILENNIUM CENTER;16/09/2020;1539,39;10
AM;6301169;1;AC STUDIO 5;16/09/2020;1182,67;10
AM;6300022;1;AC NOVO AIRAO;17/09/2020;465,06;10
AM;6300031;1;AC BARCELOS;17/09/2020;475,25;10
AM;6300057;1;AC SALDANHA MARINHO;17/09/2020;3022,81;10
AM;6300065;1;AC PRESIDENTE FIGUEIREDO;17/09/2020;773,87;10
AM;6300090;1;AC SAO GABRIEL DA CACHOEIRA;17/09/2020;592,48;10
AM;6300138;1;AC BARREIRINHA;17/09/2020;320,83;10
AM;6300154;1;AC MAUES;17/09/2020;229,94;10
AM;6300162;1;AC NHAMUNDA;17/09/2020;46,15;10
AM;6300171;1;AC SILVES;17/09/2020;5026,82;10
AM;6300189;1;AC URUCARA;17/09/2020;71,35;10
AM;6300197;1;AC URUCURITUBA;17/09/2020;2829,86;10
AM;6300201;1;AC ANORI;17/09/2020;7512,4;10
AM;6300219;1;AC AUTAZES;17/09/2020;2678,48;10
AM;6300227;2;AC BORBA;17/09/2020;899,64;10
AM;6300235;1;AC CAREIRO;17/09/2020;129,13;10
AM;6300243;2;AC CODAJAS;17/09/2020;979,38;10
AM;6300251;1;AC MANACAPURU;17/09/2020;979,9;10
AM;6300260;1;AC BENJAMIN CONSTANT;17/09/2020;3329,93;10
AM;6300278;2;AC MANICORE;17/09/2020;891,91;10
AM;6300286;1;AC NOVA OLINDA DO NORTE;17/09/2020;237,27;10
AM;6300294;1;AC NOVO ARIPUANA;17/09/2020;949,59;10
AM;6300308;1;AC TAPAUA;17/09/2020;0;10
AM;6300316;1;AC ATALAIA DO NORTE;17/09/2020;244,39;10
AM;6300324;1;AC ITACOATIARA;17/09/2020;225,63;10
AM;6300332;1;AC SAO JOSE OPERARIO;17/09/2020;577,74;10
AM;6300341;1;AC CARAUARI;17/09/2020;349,37;10
AM;6300359;1;AC COARI;17/09/2020;516,31;10
AM;6300367;1;AC FONTE BOA;17/09/2020;96,46;10
AM;6300375;1;AC JUTAI;17/09/2020;344,18;10
AM;6300383;1;AC MARAA;17/09/2020;1767,1;10
AM;6300391;1;AC SANTO ANTONIO DO ICA;17/09/2020;1142,5;10
AM;6300405;1;AC TONANTINS;17/09/2020;169,11;10
AM;6300413;1;AC SÃO PAULO DE OLIVENÇA;17/09/2020;234,59;10
AM;6300421;1;AC TEFE;17/09/2020;1452,8;10
AM;6300456;1;AC PARINTINS;17/09/2020;30888,49;10
AM;6300464;1;AC CAAPIRANGA;17/09/2020;2461,91;10
AM;6300481;1;AC BERURI;17/09/2020;509,56;10
AM;6300529;1;AC ANAMA;17/09/2020;498,73;10
AM;6300553;1;AC AMATURA;17/09/2020;228,48;10
AM;6300561;1;AC JAPURA;17/09/2020;961,07;10
AM;6300570;1;AC JURUA;17/09/2020;6996,97;10
AM;6300588;1;AC ALVARAES;17/09/2020;910,6;10
AM;6300596;1;AC EIRUNEPE;17/09/2020;575,48;10
