DR;COD_ORGAO;REOP;ORGAO;DT_MOVIMENTO;SALDO_ATUAL;LIMITEVLR_LIMITE_ECT
TO;61596;1;AC RODOVIÁRIA - TO;12/11/2020;485,75;10
TO;61757;1;AC VIA PALMAS BRASIL;12/11/2020;398,38;1500
TO;75300311;2;AC ANANAS;12/11/2020;132,46;10
TO;75300320;2;AC ARAGUAINA;12/11/2020;576,58;10
TO;75300338;2;AC ARAGUATINS;12/11/2020;606,79;10
TO;75300346;2;AC ARAPOEMA;12/11/2020;0;10
TO;75300354;2;AC AXIXA DO TOCANTINS;12/11/2020;292,08;10
TO;75300923;2;AC CARMOLANDIA;12/11/2020;0;10
TO;75300931;2;AC DARCINÓPOLIS;12/11/2020;285,29;10
TO;75300940;2;AC ESPERANTINA;12/11/2020;5,28;10
TO;75300958;2;AC FORTALEZA DO TABOCAO;12/11/2020;232,08;10
TO;75300966;2;AC ITAPIRATINS;12/11/2020;382,24;10
TO;75300974;1;AC JAU DO TOCANTINS;12/11/2020;540,98;10
TO;75300982;1;AC LAGOA DA CONFUSAO;12/11/2020;161,33;10
TO;75300991;1;AC LAGOA DO TOCANTINS;12/11/2020;175,23;10
TO;61596;1;AC RODOVIÁRIA - TO;13/11/2020;461,59;10
TO;61757;1;AC VIA PALMAS BRASIL;13/11/2020;105,28;1500
TO;75300095;1;AC MIRACEMA DO TOCANTINS;13/11/2020;156,24;10
TO;75300109;1;AC MIRANORTE;13/11/2020;82,09;10
TO;75300117;1;AC MONTE DO CARMO;13/11/2020;230,94;10
TO;75300125;1;AC NOVO ACORDO;13/11/2020;497,16;10
TO;75300133;1;AC PARAISO DO TOCANTINS;13/11/2020;1198,49;10
TO;75300141;1;AC PEIXE;13/11/2020;45,29;10
TO;75300150;1;AC FIGUEIROPOLIS;13/11/2020;43,24;10
TO;75300168;1;AC PIUM;13/11/2020;463,87;10
TO;75300176;1;AC TOCANTINIA;13/11/2020;41,4;10
TO;75300214;1;AC CONCEICAO DO TOCANTINS;13/11/2020;193,95;10
TO;75300222;1;AC DIANOPOLIS;13/11/2020;363,3;10
TO;75300231;1;AC NATIVIDADE;13/11/2020;488,35;10
TO;75300257;1;AC PONTE ALTA DO BOM JESUS;13/11/2020;273,71;10
TO;75300265;1;AC TAGUATINGA;13/11/2020;638,06;10
TO;75300273;1;AC PORTO NACIONAL;13/11/2020;499,97;10
TO;75300281;1;AC GURUPI;13/11/2020;158,54;10
TO;75300290;1;AC PONTE ALTA DO TOCANTINS;13/11/2020;360,2;10
TO;75300311;2;AC ANANAS;13/11/2020;169,82;10
TO;75300320;2;AC ARAGUAINA;13/11/2020;540,83;10
TO;75300338;2;AC ARAGUATINS;13/11/2020;321,62;10
TO;75300346;2;AC ARAPOEMA;13/11/2020;0;10
TO;75300354;2;AC AXIXA DO TOCANTINS;13/11/2020;484,81;10
TO;75300362;2;AC COLINAS DO TOCANTINS;13/11/2020;595,88;10
TO;75300371;2;AC COUTO DE MAGALHAES;13/11/2020;0;10
TO;75300389;2;AC FILADELFIA;13/11/2020;382,36;10
TO;75300401;2;AC GUARAI;13/11/2020;341,28;10
TO;75300451;2;AC PEDRO AFONSO;13/11/2020;181,66;10
TO;75300460;2;AC PRESIDENTE KENNEDY;13/11/2020;547,75;10
TO;75300486;2;AC SITIO NOVO DO TOCANTINS;13/11/2020;362,99;10
TO;75300508;2;AC XAMBIOA;13/11/2020;589,56;10
TO;75300516;2;AC NOVA OLINDA;13/11/2020;31,47;10
TO;75300524;2;AC WANDERLANDIA;13/11/2020;374;10
TO;75300532;1;AC FATIMA;13/11/2020;16,66;10
TO;75300559;1;AC ALMAS;13/11/2020;0;10
TO;75300575;1;AC PALMEIROPOLIS;13/11/2020;494,67;10
TO;75300583;2;AC COLMEIA;13/11/2020;150,1;10
TO;75300605;2;AC AUGUSTINOPOLIS;13/11/2020;433,51;10
TO;75300621;1;AC ALIANCA DO TOCANTINS;13/11/2020;27,44;10
TO;75300664;2;AC BURITI DO TOCANTINS;13/11/2020;570,29;10
TO;75300672;1;AC CASEARA;13/11/2020;315,38;10
TO;75300681;1;AC COMBINADO;13/11/2020;194,57;10
TO;75300699;1;AC DIVINOPOLIS DO TOCANTINS;13/11/2020;286,5;10
TO;75300711;1;AC MARIANOPOLIS DO NORTE;13/11/2020;114,13;10
TO;75300729;1;AC NOVA ROSALANDIA;13/11/2020;424,47;10
TO;75300737;2;AC PEQUIZEIRO;13/11/2020;459,92;10
TO;75300745;2;AC PRAIA NORTE;13/11/2020;192,2;10
TO;75300753;1;AC PORTO ALEGRE DO TOCANTINS;13/11/2020;501,39;10
TO;75300761;1;AC SANTA ROSA DO TOCANTINS;13/11/2020;592,9;10
TO;75300770;2;AC SAMPAIO;13/11/2020;229,51;10
TO;75300788;1;AC SANTA TEREZA DO TOCANTINS;13/11/2020;0;10
TO;75300796;1;AC SAO VALERIO DA NATIVIDADE;13/11/2020;185,16;10
TO;75300800;2;AC CARRASCO BONITO;13/11/2020;153,45;10
TO;75300818;1;AC LAGEADO;13/11/2020;124,8;300
TO;75300842;1;AC ABREULANDIA;13/11/2020;223,07;10
TO;75300851;2;AC ANGICO;13/11/2020;68,42;10
TO;75300869;2;AC ARAGOMINAS;13/11/2020;88,92;10
TO;75300877;2;AC ARAGUANA;13/11/2020;399,05;10
TO;75300885;2;AC BRASILANDIA DO TOCANTINS;13/11/2020;191,49;10
TO;75300893;2;AC CACHOERINHA;13/11/2020;527,26;10
TO;75300915;1;AC CARIRI DO TOCANTINS;13/11/2020;147,51;10
TO;75300923;2;AC CARMOLANDIA;13/11/2020;97;10
TO;75300931;2;AC DARCINÓPOLIS;13/11/2020;300,37;10
TO;75300940;2;AC ESPERANTINA;13/11/2020;35,28;10
TO;75300958;2;AC FORTALEZA DO TABOCAO;13/11/2020;160,01;10
TO;75300966;2;AC ITAPIRATINS;13/11/2020;396,94;10
TO;75300974;1;AC JAU DO TOCANTINS;13/11/2020;540,98;10
TO;75300982;1;AC LAGOA DA CONFUSAO;13/11/2020;253,33;10
TO;75300991;1;AC LAGOA DO TOCANTINS;13/11/2020;223,73;10
TO;75301008;2;AC MAURILANDIA DO TOCANTINS;13/11/2020;80,74;10
TO;75301016;2;AC PALMEIRAS DO TOCANTINS;13/11/2020;126,29;10
TO;75300630;1;AC APARECIDA DO RIO NEGRO;13/11/2020;264,04;10
TO;75300613;1;AC PALMAS;13/11/2020;1280,92;10
TO;75300494;2;AC TOCANTINÓPOLIS;13/11/2020;414,96;10
TO;75300435;2;AC ITAPORA DO TOCANTINS;13/11/2020;462,29;10
TO;75300419;2;AC ITACAJA;13/11/2020;297,94;10
TO;75300397;2;AC GOIATINS;13/11/2020;280,58;10
TO;75301547;1;AC TEOTONIO SEGURADO;12/11/2020;13,37;10
TO;75301521;2;AC BABAÇULANDIA;12/11/2020;0;10
TO;75301504;1;AC FORMOSO DO ARAGUAIA;12/11/2020;491,87;10
TO;75301491;1;AC DUERE;12/11/2020;950,74;10
TO;75301482;1;AC DOIS IRMAOS DO TOCANTINS;12/11/2020;0;10
TO;75301474;1;AC CRISTALANDIA;12/11/2020;198,78;10
TO;75301466;1;AC BREJINHO DE NAZARE;12/11/2020;523,71;10
TO;75301458;1;AC ARAGUACU;12/11/2020;361,24;10
TO;75301440;1;AC ARAGUACEMA;12/11/2020;380,4;10
TO;75301431;1;AC ALVORADA;12/11/2020;348,88;10
TO;75301423;1;AC PUGMIL;12/11/2020;61,5;10
TO;75301415;1;AC OLIVEIRA DE FATIMA;12/11/2020;14;300
TO;75301385;1;AC IPUEIRAS;12/11/2020;0;10
TO;75301377;2;AC TUPIRAMA;12/11/2020;98,04;300
TO;75301369;2;AC TUPIRATINS;12/11/2020;345,95;10
TO;75301351;1;AC LAVANDEIRA;12/11/2020;349,02;10
TO;75301342;1;AC CRIXAS DO TOCANTINS;12/11/2020;488,45;300
TO;75301334;1;AC CHAPADA DE AREIA;12/11/2020;14,5;500
TO;75301326;1;AC MONTE SANTO DO TOCANTINS;12/11/2020;328,43;500
TO;75301288;1;AC JK PALMAS/TO;12/11/2020;980,1;10
TO;75301261;1;AC SAO FELIX DO TOCANTINS;12/11/2020;331,01;10
TO;75301253;1;AC MATEIROS;12/11/2020;1504,75;10
TO;75301245;2;AC LUZINOPOLIS;12/11/2020;198,87;10
TO;75301237;2;AC JUARINA;12/11/2020;0;10
TO;75301229;2;AC BANDEIRANTES DO TOCANTINS;12/11/2020;495,14;10
TO;75301211;2;AC BARRA DO OURO DO TOCANTINS;12/11/2020;373,31;10
TO;75301202;2;AC AGUIARNOPOLIS;12/11/2020;574,85;10
TO;75301199;2;AC CENTENARIO;12/11/2020;382,98;10
TO;75301181;1;AC TAQUARALTO;12/11/2020;2894,5;10
TO;75301172;1;AC TAIPAS DO TOCANTINS;12/11/2020;214,21;10
TO;75301164;1;AC SUCUPIRA;12/11/2020;326,85;10
TO;75301148;2;AC SAO MIGUEL DO TOCANTINS;12/11/2020;316,5;10
TO;75301130;2;AC SÃO BENTO DO TOCANTINS;12/11/2020;161,43;10
TO;75301121;2;AC SANTA MARIA DO TOCANTINS;12/11/2020;263,75;10
TO;75301113;2;AC SANTA FÉ DO ARAGUAIA;12/11/2020;302,21;10
TO;75301105;1;AC SANDOLANDIA;12/11/2020;0;10
TO;75301091;2;AC RIACHINHO;12/11/2020;0;10
TO;75301083;2;AC RECURSOLANDIA;12/11/2020;165,54;10
TO;75301075;2;AC PIRAQUE;12/11/2020;326,78;10
TO;75301067;2;AC PAU D´ARCO;12/11/2020;0;10
TO;75301059;2;AC PALMEIRANTE;12/11/2020;102,99;10
TO;75301041;1;AC NOVO JARDIM;12/11/2020;70,24;10
TO;75301024;2;AC MURICILANDIA;12/11/2020;136;10
TO;75301016;2;AC PALMEIRAS DO TOCANTINS;12/11/2020;89,29;10
TO;75301008;2;AC MAURILANDIA DO TOCANTINS;12/11/2020;129,91;10
TO;75300915;1;AC CARIRI DO TOCANTINS;12/11/2020;107,51;10
TO;75300907;2;AC CAMPOS LINDOS;12/11/2020;299,85;10
TO;75300893;2;AC CACHOERINHA;12/11/2020;527,26;10
TO;75300885;2;AC BRASILANDIA DO TOCANTINS;12/11/2020;175,94;10
TO;75300877;2;AC ARAGUANA;12/11/2020;334,1;10
TO;75300869;2;AC ARAGOMINAS;12/11/2020;64,92;10
TO;75300851;2;AC ANGICO;12/11/2020;139,71;10
TO;75300842;1;AC ABREULANDIA;12/11/2020;223,07;10
TO;75300834;2;AC RIO DOS BOIS;12/11/2020;204,59;10
TO;75300818;1;AC LAGEADO;12/11/2020;102,4;300
TO;75300800;2;AC CARRASCO BONITO;12/11/2020;33,45;10
TO;75300796;1;AC SAO VALERIO DA NATIVIDADE;12/11/2020;185,16;10
TO;75300788;1;AC SANTA TEREZA DO TOCANTINS;12/11/2020;0;10
TO;75300770;2;AC SAMPAIO;12/11/2020;225,56;10
TO;75300761;1;AC SANTA ROSA DO TOCANTINS;12/11/2020;643,75;10
TO;75300753;1;AC PORTO ALEGRE DO TOCANTINS;12/11/2020;501,39;10
TO;75300745;2;AC PRAIA NORTE;12/11/2020;173,2;10
TO;75300737;2;AC PEQUIZEIRO;12/11/2020;376,82;10
TO;75300729;1;AC NOVA ROSALANDIA;12/11/2020;424,47;10
TO;75300711;1;AC MARIANOPOLIS DO NORTE;12/11/2020;520,08;10
TO;75300702;2;AC GOIANORTE;12/11/2020;394,25;10
TO;75300699;1;AC DIVINOPOLIS DO TOCANTINS;12/11/2020;170;10
TO;75300681;1;AC COMBINADO;12/11/2020;696,77;10
TO;75300672;1;AC CASEARA;12/11/2020;236,23;10
TO;75300664;2;AC BURITI DO TOCANTINS;12/11/2020;458,04;10
TO;75300656;2;AC BERNADO SAYÃO;12/11/2020;0;10
TO;75300630;1;AC APARECIDA DO RIO NEGRO;12/11/2020;214,59;10
TO;75300621;1;AC ALIANCA DO TOCANTINS;12/11/2020;13,84;10
TO;75300613;1;AC PALMAS;12/11/2020;2298,95;10
TO;75300605;2;AC AUGUSTINOPOLIS;12/11/2020;385,13;10
TO;75300591;1;AC LIZARDA;12/11/2020;0;10
TO;75300583;2;AC COLMEIA;12/11/2020;409,58;10
TO;75300575;1;AC PALMEIROPOLIS;12/11/2020;334,49;10
TO;75300567;1;AC PINDORAMA DO TOCANTINS;12/11/2020;49,65;10
TO;75300559;1;AC ALMAS;12/11/2020;0;10
TO;75300532;1;AC FATIMA;12/11/2020;375,6;10
TO;75300524;2;AC WANDERLANDIA;12/11/2020;187,06;10
TO;75300516;2;AC NOVA OLINDA;12/11/2020;452,47;10
TO;75300508;2;AC XAMBIOA;12/11/2020;372,07;10
TO;75300494;2;AC TOCANTINÓPOLIS;12/11/2020;249,62;10
TO;75300486;2;AC SITIO NOVO DO TOCANTINS;12/11/2020;291,39;10
TO;75300478;2;AC SÃO SEBASTIÃO DO TOCANTINS;12/11/2020;426,19;10
TO;75300460;2;AC PRESIDENTE KENNEDY;12/11/2020;473,91;10
TO;75300451;2;AC PEDRO AFONSO;12/11/2020;472,26;10
TO;75300443;2;AC NAZARE;12/11/2020;340,49;10
TO;75300401;2;AC GUARAI;12/11/2020;429;10
TO;75300389;2;AC FILADELFIA;12/11/2020;499,93;10
TO;75300371;2;AC COUTO DE MAGALHAES;12/11/2020;362,88;10
TO;75300362;2;AC COLINAS DO TOCANTINS;12/11/2020;370,98;10
TO;75300303;1;AC RIO SONO;12/11/2020;320,15;10
TO;75300290;1;AC PONTE ALTA DO TOCANTINS;12/11/2020;222,11;10
TO;75300281;1;AC GURUPI;12/11/2020;69,59;10
TO;75300273;1;AC PORTO NACIONAL;12/11/2020;499,96;10
TO;75300265;1;AC TAGUATINGA;12/11/2020;951,42;10
TO;75300257;1;AC PONTE ALTA DO BOM JESUS;12/11/2020;251,8;10
TO;75300249;1;AC PARANA;12/11/2020;399,76;300
TO;75300231;1;AC NATIVIDADE;12/11/2020;333,14;10
TO;75300222;1;AC DIANOPOLIS;12/11/2020;277,13;10
TO;75300214;1;AC CONCEICAO DO TOCANTINS;12/11/2020;193,95;10
TO;75300206;1;AC AURORA DO TOCANTINS;12/11/2020;42,73;10
TO;75300192;1;AC ARRAIAS;12/11/2020;363,99;10
TO;75300176;1;AC TOCANTINIA;12/11/2020;23,4;10
TO;75300168;1;AC PIUM;12/11/2020;446,37;10
TO;75300150;1;AC FIGUEIROPOLIS;12/11/2020;189,82;10
TO;75300141;1;AC PEIXE;12/11/2020;431,29;10
TO;75300133;1;AC PARAISO DO TOCANTINS;12/11/2020;1189,73;10
TO;75300125;1;AC NOVO ACORDO;12/11/2020;497,16;10
TO;75300117;1;AC MONTE DO CARMO;12/11/2020;208,02;10
TO;75300109;1;AC MIRANORTE;12/11/2020;272,18;10
TO;75300095;1;AC MIRACEMA DO TOCANTINS;12/11/2020;56,2;10
TO;75301547;1;AC TEOTONIO SEGURADO;11/11/2020;494,37;10
TO;75301521;2;AC BABAÇULANDIA;11/11/2020;0;10
TO;75301504;1;AC FORMOSO DO ARAGUAIA;11/11/2020;298,78;10
TO;75301491;1;AC DUERE;11/11/2020;936,74;10
TO;75301482;1;AC DOIS IRMAOS DO TOCANTINS;11/11/2020;437,25;10
TO;75301474;1;AC CRISTALANDIA;11/11/2020;84,18;10
TO;75301466;1;AC BREJINHO DE NAZARE;11/11/2020;411,81;10
TO;75301458;1;AC ARAGUACU;11/11/2020;221,39;10
TO;75301440;1;AC ARAGUACEMA;11/11/2020;380,4;10
TO;75301423;1;AC PUGMIL;11/11/2020;9,2;10
TO;75301415;1;AC OLIVEIRA DE FATIMA;11/11/2020;14;300
TO;75301385;1;AC IPUEIRAS;11/11/2020;0;10
TO;75301377;2;AC TUPIRAMA;11/11/2020;98,04;300
TO;75301369;2;AC TUPIRATINS;11/11/2020;365,17;10
TO;75301351;1;AC LAVANDEIRA;11/11/2020;349,02;10
TO;75301326;1;AC MONTE SANTO DO TOCANTINS;11/11/2020;298,44;500
TO;75301288;1;AC JK PALMAS/TO;11/11/2020;1072,25;10
TO;75301261;1;AC SAO FELIX DO TOCANTINS;11/11/2020;316,01;10
TO;75301253;1;AC MATEIROS;11/11/2020;1342,91;10
TO;75301245;2;AC LUZINOPOLIS;11/11/2020;231,75;10
TO;75301237;2;AC JUARINA;11/11/2020;0;10
TO;75301229;2;AC BANDEIRANTES DO TOCANTINS;11/11/2020;483,14;10
TO;75301211;2;AC BARRA DO OURO DO TOCANTINS;11/11/2020;347,26;10
TO;75301202;2;AC AGUIARNOPOLIS;11/11/2020;1693,8;10
TO;75301199;2;AC CENTENARIO;11/11/2020;324,33;10
TO;75301181;1;AC TAQUARALTO;11/11/2020;1602,42;10
TO;75301172;1;AC TAIPAS DO TOCANTINS;11/11/2020;188,49;10
TO;75301164;1;AC SUCUPIRA;11/11/2020;175,15;10
TO;75301130;2;AC SÃO BENTO DO TOCANTINS;11/11/2020;161,43;10
TO;75301121;2;AC SANTA MARIA DO TOCANTINS;11/11/2020;241,2;10
TO;75301113;2;AC SANTA FÉ DO ARAGUAIA;11/11/2020;302,21;10
TO;75301105;1;AC SANDOLANDIA;11/11/2020;0;10
TO;75301091;2;AC RIACHINHO;11/11/2020;0;10
TO;75301083;2;AC RECURSOLANDIA;11/11/2020;383,35;10
TO;75301075;2;AC PIRAQUE;11/11/2020;252,99;10
TO;75301067;2;AC PAU D´ARCO;11/11/2020;0;10
TO;75301059;2;AC PALMEIRANTE;11/11/2020;552,99;10
TO;75301041;1;AC NOVO JARDIM;11/11/2020;60,24;10
TO;75301024;2;AC MURICILANDIA;11/11/2020;100;10
TO;75301016;2;AC PALMEIRAS DO TOCANTINS;11/11/2020;70,09;10
TO;75301008;2;AC MAURILANDIA DO TOCANTINS;11/11/2020;93,91;10
TO;75300991;1;AC LAGOA DO TOCANTINS;11/11/2020;113,83;10
TO;75300982;1;AC LAGOA DA CONFUSAO;11/11/2020;155,03;10
TO;75300974;1;AC JAU DO TOCANTINS;11/11/2020;540,98;10
TO;75300966;2;AC ITAPIRATINS;11/11/2020;375,24;10
TO;75300958;2;AC FORTALEZA DO TABOCAO;11/11/2020;232,08;10
TO;75300940;2;AC ESPERANTINA;11/11/2020;79,64;10
TO;75300931;2;AC DARCINÓPOLIS;11/11/2020;456,09;10
TO;75300923;2;AC CARMOLANDIA;11/11/2020;0;10
TO;75300915;1;AC CARIRI DO TOCANTINS;11/11/2020;468,97;10
TO;75300907;2;AC CAMPOS LINDOS;11/11/2020;299,85;10
TO;75300893;2;AC CACHOERINHA;11/11/2020;527,26;10
TO;75300885;2;AC BRASILANDIA DO TOCANTINS;11/11/2020;360,39;10
TO;75300877;2;AC ARAGUANA;11/11/2020;334,1;10
TO;75300869;2;AC ARAGOMINAS;11/11/2020;194,92;10
TO;75300851;2;AC ANGICO;11/11/2020;91,71;10
TO;75300842;1;AC ABREULANDIA;11/11/2020;222,29;10
TO;75300818;1;AC LAGEADO;11/11/2020;102,4;300
TO;75300800;2;AC CARRASCO BONITO;11/11/2020;33,45;10
TO;75300796;1;AC SAO VALERIO DA NATIVIDADE;11/11/2020;485,16;10
TO;75300788;1;AC SANTA TEREZA DO TOCANTINS;11/11/2020;0;10
TO;75300770;2;AC SAMPAIO;11/11/2020;225,56;10
TO;75300745;2;AC PRAIA NORTE;11/11/2020;101,2;10
TO;75300737;2;AC PEQUIZEIRO;11/11/2020;328,45;10
TO;75300729;1;AC NOVA ROSALANDIA;11/11/2020;417,47;10
TO;75300711;1;AC MARIANOPOLIS DO NORTE;11/11/2020;455,11;10
TO;75300702;2;AC GOIANORTE;11/11/2020;394,25;10
TO;75300699;1;AC DIVINOPOLIS DO TOCANTINS;11/11/2020;662,79;10
TO;75300681;1;AC COMBINADO;11/11/2020;595,93;10
TO;75300672;1;AC CASEARA;11/11/2020;221,23;10
TO;75300664;2;AC BURITI DO TOCANTINS;11/11/2020;315,71;10
TO;75300656;2;AC BERNADO SAYÃO;11/11/2020;132,81;10
TO;75300630;1;AC APARECIDA DO RIO NEGRO;11/11/2020;214,59;10
TO;75300621;1;AC ALIANCA DO TOCANTINS;11/11/2020;213,09;10
TO;75300613;1;AC PALMAS;11/11/2020;2300,57;10
TO;75300605;2;AC AUGUSTINOPOLIS;11/11/2020;494,16;10
TO;75300583;2;AC COLMEIA;11/11/2020;401,18;10
TO;75300575;1;AC PALMEIROPOLIS;11/11/2020;208,49;10
TO;75300567;1;AC PINDORAMA DO TOCANTINS;11/11/2020;316,93;10
TO;75300559;1;AC ALMAS;11/11/2020;0;10
TO;75300532;1;AC FATIMA;11/11/2020;361,6;10
TO;75300524;2;AC WANDERLANDIA;11/11/2020;84,88;10
TO;75300516;2;AC NOVA OLINDA;11/11/2020;436,36;10
TO;75300508;2;AC XAMBIOA;11/11/2020;156,02;10
TO;75300494;2;AC TOCANTINÓPOLIS;11/11/2020;247,33;10
TO;75300486;2;AC SITIO NOVO DO TOCANTINS;11/11/2020;95,51;10
TO;75300478;2;AC SÃO SEBASTIÃO DO TOCANTINS;11/11/2020;246,19;10
TO;75300460;2;AC PRESIDENTE KENNEDY;11/11/2020;458,51;10
TO;75300451;2;AC PEDRO AFONSO;11/11/2020;514,09;10
TO;75300401;2;AC GUARAI;11/11/2020;347,68;10
TO;75300397;2;AC GOIATINS;11/11/2020;310,98;10
TO;75300389;2;AC FILADELFIA;11/11/2020;478,02;10
TO;75300371;2;AC COUTO DE MAGALHAES;11/11/2020;362,88;10
TO;75300362;2;AC COLINAS DO TOCANTINS;11/11/2020;653,88;10
TO;75300354;2;AC AXIXA DO TOCANTINS;11/11/2020;233,99;10
TO;75300346;2;AC ARAPOEMA;11/11/2020;170,39;10
TO;75300338;2;AC ARAGUATINS;11/11/2020;475,88;10
TO;75300320;2;AC ARAGUAINA;11/11/2020;525,09;10
TO;75300311;2;AC ANANAS;11/11/2020;132,46;10
TO;75300303;1;AC RIO SONO;11/11/2020;320,15;10
TO;75300290;1;AC PONTE ALTA DO TOCANTINS;11/11/2020;459,33;10
TO;75300281;1;AC GURUPI;11/11/2020;87,01;10
TO;75300273;1;AC PORTO NACIONAL;11/11/2020;499,99;10
TO;75300265;1;AC TAGUATINGA;11/11/2020;746,47;10
TO;75300257;1;AC PONTE ALTA DO BOM JESUS;11/11/2020;247,42;10
TO;75300231;1;AC NATIVIDADE;11/11/2020;319,14;10
TO;75300222;1;AC DIANOPOLIS;11/11/2020;329,44;10
TO;75300214;1;AC CONCEICAO DO TOCANTINS;11/11/2020;193,95;10
TO;75300192;1;AC ARRAIAS;11/11/2020;324,44;10
TO;75300176;1;AC TOCANTINIA;11/11/2020;23,4;10
TO;75300168;1;AC PIUM;11/11/2020;277,72;10
TO;75300150;1;AC FIGUEIROPOLIS;11/11/2020;161,08;10
TO;75300141;1;AC PEIXE;11/11/2020;375,74;10
TO;75300133;1;AC PARAISO DO TOCANTINS;11/11/2020;1199,74;10
TO;75300125;1;AC NOVO ACORDO;11/11/2020;490,16;10
TO;75300117;1;AC MONTE DO CARMO;11/11/2020;181,75;10
TO;75300109;1;AC MIRANORTE;11/11/2020;532,29;10
TO;75300095;1;AC MIRACEMA DO TOCANTINS;11/11/2020;14,98;10
TO;61757;1;AC VIA PALMAS BRASIL;11/11/2020;718,41;1500
TO;61596;1;AC RODOVIÁRIA - TO;11/11/2020;323,6;10
TO;75301547;1;AC TEOTONIO SEGURADO;10/11/2020;382,12;10
TO;75301521;2;AC BABAÇULANDIA;10/11/2020;0;10
TO;75301504;1;AC FORMOSO DO ARAGUAIA;10/11/2020;452,98;10
TO;75301491;1;AC DUERE;10/11/2020;936,74;10
TO;75301482;1;AC DOIS IRMAOS DO TOCANTINS;10/11/2020;223,25;10
TO;75301474;1;AC CRISTALANDIA;10/11/2020;84,18;10
TO;75301466;1;AC BREJINHO DE NAZARE;10/11/2020;428,15;10
TO;75301458;1;AC ARAGUACU;10/11/2020;173,34;10
TO;75301440;1;AC ARAGUACEMA;10/11/2020;380,4;10
TO;75301431;1;AC ALVORADA;10/11/2020;340,43;10
TO;75301423;1;AC PUGMIL;10/11/2020;0;10
TO;75301415;1;AC OLIVEIRA DE FATIMA;10/11/2020;14;300
TO;75301385;1;AC IPUEIRAS;10/11/2020;0;10
TO;75301377;2;AC TUPIRAMA;10/11/2020;477,54;300
TO;75301369;2;AC TUPIRATINS;10/11/2020;355,17;10
TO;75301351;1;AC LAVANDEIRA;10/11/2020;329,07;10
TO;75301342;1;AC CRIXAS DO TOCANTINS;10/11/2020;481,25;300
TO;75301326;1;AC MONTE SANTO DO TOCANTINS;10/11/2020;298,44;500
TO;75301261;1;AC SAO FELIX DO TOCANTINS;10/11/2020;316,01;10
TO;75301253;1;AC MATEIROS;10/11/2020;1284,81;10
TO;75301245;2;AC LUZINOPOLIS;10/11/2020;136,75;10
TO;75301237;2;AC JUARINA;10/11/2020;0;10
TO;75301211;2;AC BARRA DO OURO DO TOCANTINS;10/11/2020;407,81;10
TO;75301202;2;AC AGUIARNOPOLIS;10/11/2020;1501,87;10
TO;75301199;2;AC CENTENARIO;10/11/2020;324,33;10
TO;75301181;1;AC TAQUARALTO;10/11/2020;539,94;10
TO;75301172;1;AC TAIPAS DO TOCANTINS;10/11/2020;188,49;10
TO;75301164;1;AC SUCUPIRA;10/11/2020;426,93;10
TO;75301148;2;AC SAO MIGUEL DO TOCANTINS;10/11/2020;54,34;10
TO;75301130;2;AC SÃO BENTO DO TOCANTINS;10/11/2020;154,43;10
TO;75301121;2;AC SANTA MARIA DO TOCANTINS;10/11/2020;232;10
TO;75301113;2;AC SANTA FÉ DO ARAGUAIA;10/11/2020;771,6;10
TO;75301105;1;AC SANDOLANDIA;10/11/2020;0;10
TO;75301091;2;AC RIACHINHO;10/11/2020;0;10
TO;75301083;2;AC RECURSOLANDIA;10/11/2020;386,44;10
TO;75301075;2;AC PIRAQUE;10/11/2020;155,98;10
TO;75301067;2;AC PAU D´ARCO;10/11/2020;14;10
TO;75301059;2;AC PALMEIRANTE;10/11/2020;524,34;10
TO;75301041;1;AC NOVO JARDIM;10/11/2020;32,64;10
TO;75301024;2;AC MURICILANDIA;10/11/2020;100;10
TO;75301016;2;AC PALMEIRAS DO TOCANTINS;10/11/2020;318,66;10
TO;75301008;2;AC MAURILANDIA DO TOCANTINS;10/11/2020;89,96;10
TO;75300991;1;AC LAGOA DO TOCANTINS;10/11/2020;113,83;10
TO;75300982;1;AC LAGOA DA CONFUSAO;10/11/2020;483,93;10
TO;75300974;1;AC JAU DO TOCANTINS;10/11/2020;540,98;10
TO;75300966;2;AC ITAPIRATINS;10/11/2020;375,24;10
TO;75300958;2;AC FORTALEZA DO TABOCAO;10/11/2020;286,69;10
TO;75300940;2;AC ESPERANTINA;10/11/2020;36,99;10
TO;75300931;2;AC DARCINÓPOLIS;10/11/2020;313,27;10
TO;75300923;2;AC CARMOLANDIA;10/11/2020;420,12;10
TO;75300915;1;AC CARIRI DO TOCANTINS;10/11/2020;249,92;10
TO;75300907;2;AC CAMPOS LINDOS;10/11/2020;276,55;10
TO;75300893;2;AC CACHOERINHA;10/11/2020;527,26;10
TO;75300885;2;AC BRASILANDIA DO TOCANTINS;10/11/2020;360,39;10
TO;75300877;2;AC ARAGUANA;10/11/2020;422,34;10
TO;75300869;2;AC ARAGOMINAS;10/11/2020;57,56;10
TO;75300851;2;AC ANGICO;10/11/2020;379,71;10
TO;75300842;1;AC ABREULANDIA;10/11/2020;222,99;10
TO;75300834;2;AC RIO DOS BOIS;10/11/2020;156,59;10
TO;75300818;1;AC LAGEADO;10/11/2020;102,4;300
TO;75300800;2;AC CARRASCO BONITO;10/11/2020;33,45;10
TO;75300796;1;AC SAO VALERIO DA NATIVIDADE;10/11/2020;465,16;10
